Race,IFNG,CCL4,IL33,PDL2,CD3,ICOSLG,MSH2,RAD52,PRKCD,DNArepair,CD274,IFNB1,PDCD1,B2M,IFNAR1,JAK1,TYK2,TLR3,TLR9,TNFRSF4,IL15,TIGIT,GZMA,ATM,BCL6,BRCA1,BRCA2,CD163,CD19,CD40,CD86,CXCL9,CXCR5,EZH2,HLA-DRA,ICAM1,IDO1,IL6,ITGAM,ITGAX,NFKB2,NOS2,PECAM1,STAT3,TNF,VCAM1,HLA-E,CTLA4,GZMB,PRF1,GNLY,HLA-A,HLA-B,HLA-C,IFNGR1,IFNGR2,STAT1,IRF1,PSMB9,ICAM2,ICAM3,ICAM4,ICAM5,CCR5,CCL3,CCL5,CXCL10,CXCL11,IL7R,CYBB,HLA-DQA1,HLA-DMA,CD84,HLA-DPA1,HLA-DQB1,CD4,CD3D,CD3G,PTPRC,CD2,CD96,CD3E,HLA-F,HLA-G,CD1C,HAVCR2,SH2D1A,TNFRSF17,MS4A1,C10orf54,FLT3LG,CD68,FOXP3,KIR2DL1,KIR2DL3,NCR3LG1,RAD1,MSH6,MLH1,PALB2,PMS2,ATR,CHEK1,CHEK2,FANCF,RAD51,MDC1,PARP1,IL2RA,CXCR3,CXCR6,SIGLEC7,CD276,VTCN1,HHLA2,CD8A,CD8B,KLRC2,NCR1,KLRK1
African American,-0.186311923,0.373783546,-0.002630388,0.007345151,0.161038798,0.237451266,0.043955583,0.204191436,0.448080449,-0.394612791,-0.179055566,-0.023147572,0.074702832,1.576437119,0.374897677,0.358110268,0.105463169,0.075519114,-0.028061928,-0.059727524,-0.168067892,-0.135621212,0.149415247,0.264297313,0.548104983,0.008897957,-0.086587082,0.089369051,0.009164722,-0.097161165,-0.040627948,0.045816605,-0.158041984,0.032834979,1.172884279,-0.008324823,-0.03173793,-0.073578023,0.043630827,0.130886892,0.202267767,-0.081141354,0.157645501,0.965475855,-0.181922599,0.091612489,0.512668367,0.07171718,0.44194286,0.092748568,-0.060960189,0.596998558,0.441554466,1.187029211,0.294241678,0.458152899,0.814346505,0.187554226,0.309973216,0.194868875,0.143611394,-0.20436976,-0.199302544,0.085513824,0.382871031,0.735483957,0.276801799,0.039459965,0.267047389,0.318593142,0.336846807,0.196475824,0.087166486,0.398605969,0.224648776,0.153102806,0.114483163,0.161038798,0.213971516,0.12795206,0.087369484,0.071631686,0.09997437,0.100920834,0.012890633,0.008008709,-0.074160143,-0.16398017,0.044326913,0.284779886,0.077063701,1.364564703,0.002819535,-0.006806802,-0.140023985,-0.016867128,0.491591939,0.239934157,0.131504432,0.155825805,0.223233233,0.234240419,-0.008153641,0.052375743,-0.080126745,0.020944583,0.10601128,0.235579879,-0.004362846,-0.187070814,0.219589907,0.094759307,0.342233342,0.200461255,-0.170549855,0.001509673,0.095738798,-0.092185434,0.032742502,-0.022659926
African American,0.044395625,0.465534386,0.138014831,0.124395486,0.241399994,0.251040104,0.086087256,0.144023214,0.116815952,-0.582484689,-0.058079608,0.062246973,0.192835434,2.055668383,0.218087571,0.364087945,0.008888301,0.170234138,0.040742351,-0.021928755,-0.074935489,0.046421052,0.804991514,0.303193409,0.43364815,0.030953349,-0.065365367,0.290331798,0.039671237,0.107087716,0.022631748,0.968207143,-0.124378483,0.066734081,2.576276208,-0.081308604,0.006990443,0.152018577,0.070937913,0.132651432,0.068222636,-0.041526572,0.253749723,0.659701507,-0.068492909,0.219079438,1.014840339,-0.000278384,0.145314791,0.272930325,0.04347247,0.998759705,0.913906258,1.063627057,0.487923253,0.303609635,1.16301816,0.26072606,0.357446363,0.126319351,0.323608154,-0.059528819,-0.099561643,0.446009374,0.458633238,2.242607325,0.58412921,0.439918452,0.352305603,0.286848961,0.458147234,0.182529101,0.243412546,0.950756958,0.887508066,0.331947539,0.141157864,0.241399994,0.579806116,0.426009775,0.380410987,0.377115956,0.215975549,0.27665663,0.181138155,-0.01911695,0.05708688,0.00811322,0.029470993,0.209106545,0.127842057,1.130246785,0.006035661,-0.049057329,-0.070210078,-0.017201079,0.500180849,0.29074489,0.157621546,0.096411654,0.236872361,0.110293517,0.002522161,-0.004611878,0.069162983,-0.025087208,0.107732107,0.033799798,-0.067176731,0.033530553,0.072668239,0.263306476,0.326782068,0.158621447,-0.022914172,0.075849067,0.350419953,0.055959008,0.130127028,0.268291732
African American,-0.099516144,0.575365587,0.081702647,0.154299631,0.256252032,0.294819602,0.357134793,0.306576532,0.672094433,-0.274197323,-0.12188391,-0.221522083,0.223014053,1.430214385,0.907939456,0.740825145,0.31775784,0.111494658,-0.009140902,-0.156721562,-0.241913056,-0.03221745,0.662603821,0.88536706,0.69885199,0.015318541,-0.111373777,0.28332193,-0.168882401,-0.012758027,0.121773712,1.187390718,-0.385199025,0.166921554,2.500997592,0.191865215,-0.015894643,-0.150334916,-0.007911822,0.287349015,0.328908666,-0.239683396,0.454319676,1.187247848,-0.075815578,0.231278024,0.90268829,0.273955343,0.114743651,0.219354562,-0.077531585,0.957309695,0.977709968,1.060968948,0.64049152,0.372792292,1.497239457,0.548032346,0.418018413,0.07627541,0.29461101,-0.642314811,-0.377037846,0.258704236,0.78122067,1.244649729,0.882415271,0.185123033,0.612329188,0.747085525,1.31279294,0.494975799,0.296891699,0.984587362,0.951364003,0.266791704,0.424090255,0.256252032,1.03246077,0.403612568,0.41390274,0.207833453,0.314745103,0.067326612,0.225893781,0.077226928,-0.020215437,-0.327081902,0.036105142,0.052605167,0.081805372,1.393651389,0.058528742,-0.395554754,-0.256831033,0.034334814,0.810035452,0.577467129,0.599505004,0.280125498,0.751613943,0.648566355,0.1127001,0.079570542,0.010531667,-0.05862288,0.35948293,0.502370598,0.03814406,-0.15339378,0.154261759,-0.057485129,0.512868076,0.103904262,-0.146757597,0.207447144,0.204618982,-0.091606358,-0.036024411,0.37839766
African American,-0.213354827,-0.107942435,0.19081198,0.073858231,-0.100566238,0.305904323,0.242194512,0.381805476,0.803971949,-0.435932662,-0.151019404,-0.308656873,0.23066598,1.433921022,0.888341747,0.890330594,0.159996948,0.367872668,0.057138606,0.131512263,-0.164534002,-0.039123473,0.307262943,0.536914559,0.752179132,-0.015182344,-0.198711236,0.465609624,-0.166001309,0.016225019,0.181341737,0.028711576,-0.34743417,0.215394959,2.196840136,-0.054366787,-0.075768075,0.006147688,-0.03889996,0.190674312,0.065387993,-0.194161803,0.447213898,1.388067961,-0.108521421,0.078073129,0.742406784,0.288118214,0.147438836,0.156513698,-0.056123975,0.781480077,0.683165419,1.020543333,0.995924359,0.672655842,0.916233009,0.319207401,0.165999661,0.091429973,0.029036313,-0.449254229,-0.285592554,0.344288132,0.083741796,0.616362522,-0.029371416,-0.218792253,0.107735982,0.366304583,1.263119671,0.303867298,0.195931035,0.907464282,0.861926036,0.206282107,0.046199181,-0.100566238,0.45280149,0.127635507,0.119410002,-0.000979594,0.343396852,0.097722285,0.111523053,0.124112968,-0.223837318,-0.325685967,-0.148919896,0.209881652,0.149555918,1.015537255,0.026863091,-0.311950474,-0.229607474,-0.13069334,0.812417084,0.597655275,0.48115963,0.154237492,0.553734959,0.675596619,-0.126498406,0.01086448,0.065349878,-0.124782746,0.433131197,0.456890662,-0.138274007,-0.331731287,0.187135164,0.014764501,0.685828354,0.053309741,-0.155175698,0.060494878,0.167544594,-0.020069268,-0.037608009,-0.007699621
African American,-0.105151906,0.746809758,0.086062645,0.162584891,0.014918828,0.274236612,0.152506731,0.189847963,0.635297882,-0.525219569,-0.117230138,-0.187122311,0.176768771,1.60394888,0.595929524,0.564431014,0.113202575,0.105559971,-0.001644045,0.05120023,-0.094077348,0.018676988,0.386480841,0.311181569,0.927245448,0.010403437,-0.128233777,0.066037638,-0.05910364,0.044179154,0.116918927,0.56899464,-0.190978459,0.048404427,2.199786984,0.071878652,-0.023875814,0.082861542,-0.037610746,0.161336444,0.175282051,-0.098133667,0.358674748,1.411676937,-0.132662756,0.227421681,0.841564036,0.054340375,0.157474139,-0.001874653,0.023426196,0.757197348,0.760808732,1.047707401,0.637202846,0.547481121,0.994744888,0.515261793,0.319078221,0.037529456,0.07927166,-0.236671352,-0.205373009,0.114456904,0.808455422,1.069926586,0.50965405,0.077518908,0.215288717,0.292089249,1.245100861,0.187445818,0.125541525,0.630702344,0.825115101,0.212921041,0.034225406,0.014918828,0.553364985,0.304965385,0.129190715,0.146925763,0.310867054,0.094491775,0.108008892,0.113222142,-0.138137606,-0.160959734,0.007700183,0.182596169,0.114437253,1.060997652,0.014620093,-0.202989595,-0.182658214,0.047049346,0.776486593,0.45211545,0.292782226,0.170723222,0.502455304,0.320729189,-0.054520656,0.035459471,0.058287489,-0.073048643,0.177581008,0.325792729,-0.110609482,-0.163327888,0.292923521,0.139134012,0.494738832,0.073055626,-0.149585159,-0.001420365,0.221678369,0.082906887,-0.045002999,-0.044644676
African American,-0.239714646,0.717440839,0.459550883,0.422714458,-0.039762332,0.23645162,0.08082276,0.07393843,0.342074826,-0.757461627,-0.017947018,-0.173912191,0.105096539,1.464454871,0.496321648,0.685564375,-0.097291741,0.214584134,-0.191218179,-0.241977933,-0.153673892,-0.221279316,0.27470743,0.371713296,0.909064828,-0.01328138,-0.057683718,0.382105073,-0.158208385,-0.009244093,0.027393444,-0.05788507,-0.275370143,-0.058221889,1.993854123,0.17883547,-0.062060201,0.255450342,0.029016359,0.20849526,0.053015081,-0.131028629,0.65838985,1.140052771,-0.244393438,0.265869911,0.729853882,0.095250133,0.276585802,0.099537027,-0.198539419,0.337988305,0.641768035,0.56489572,0.580938952,0.319935535,0.619840512,0.315754494,0.301274377,0.059869019,0.108338783,-0.474252807,-0.346813687,0.097826333,0.705236101,0.534681529,-0.005529315,-0.265781387,0.158029804,0.540857453,0.622586884,0.124474243,0.137884656,0.665538075,0.697043781,0.178919335,0.014716016,-0.039762332,0.357405149,0.083027745,0.247269813,0.097745916,0.089388827,0.098747091,0.100241854,-0.098258701,-0.035843044,-0.222230108,-0.140304207,0.207785998,0.007897595,1.181599318,-0.000827545,-0.296994301,-0.172428444,-0.029502125,0.659948807,0.479759464,0.182765325,0.146696481,0.1417307,0.150964623,-0.004083427,-0.04893046,0.023734946,0.015900612,0.102018138,0.095706767,0.183242382,-0.266099915,-0.001322264,-0.012119493,0.320005948,-0.000305869,-0.302761335,-0.042604768,0.134385361,-0.063409759,0.026685699,-0.000304544
African American,-0.369862558,0.45378917,0.38968201,0.192290584,0.252747369,0.249231389,0.189601819,0.471896319,0.592315265,-0.560122036,-0.027807072,-0.200491508,0.017373297,1.577102954,0.571367225,0.967244188,0.25658531,0.305071603,-0.114544293,-0.110414268,-0.193267243,-0.137258775,0.360740405,0.599923858,0.827275543,-0.01022985,-0.164594821,0.438120452,-0.141311252,0.284810093,-0.011073695,0.601313949,-0.246910056,-0.138281188,2.600920123,0.131265679,-0.104457896,-0.293649046,0.168299388,0.441196193,0.127643477,-0.233533886,0.6754163,1.233244608,-0.196698171,0.118899133,1.071061383,0.10235976,0.262612315,0.334671705,-0.109053424,1.244030997,1.195485396,1.45051026,0.630071959,0.653386789,1.03889025,0.471136183,0.364022779,0.157778963,0.070177118,-0.329245986,-0.271780181,0.370635559,0.462334104,1.481047198,0.207637547,-0.120978181,0.245977785,0.917381815,1.279039043,0.638517191,0.277603335,1.059697699,0.853299436,0.417418053,0.300540663,0.252747369,0.649931346,0.410865613,0.275002969,0.180073517,0.444426546,-0.010383243,0.000301137,0.01656592,-0.050591161,-0.335096759,-0.050167259,0.419010644,0.343284851,1.59209444,0.008583743,-0.225988637,-0.251552995,-0.021629514,0.755140136,0.465170258,0.40335677,0.242565759,0.456284613,0.325667557,-0.179809587,-0.017854915,0.007428112,-0.081938764,0.38575853,0.413768422,-0.166473222,-0.207099265,0.023224215,0.132050976,0.638652238,0.002008596,-0.339136539,0.064420264,0.210171794,-0.071444685,0.050092113,0.141884303
African American,-0.066423132,0.732021164,0.174766218,0.14627318,0.319316404,0.292665906,0.015326594,0.361118487,0.503217814,-0.575776597,-0.118804865,-0.201083026,0.139874784,1.529060635,0.896992382,0.649311237,0.144112761,0.380367035,-0.004276544,-0.146099558,-0.164765182,-0.157661136,0.489779969,0.570630208,0.468473244,0.040907151,0.012856624,0.137651631,-0.034356281,0.089423816,0.014891788,0.420949895,-0.110624607,0.011251791,2.696801966,0.206778307,-0.009661313,-0.196777841,0.042541407,0.20524152,0.268006584,-0.109676102,0.521265715,1.213962796,0.139680911,0.146969023,0.945558831,0.045578855,0.191707679,0.070504224,-0.10079906,1.321324263,1.192795448,1.548461188,0.700897165,0.648294422,1.063322011,0.433909584,0.355317977,0.227514587,0.1682588,-0.299921181,-0.180818034,0.222865664,0.829052412,1.583445322,0.723880892,0.092532213,0.400916363,0.761930956,1.533200421,0.352571311,0.169520184,1.341335815,0.642534387,0.312851401,0.448766728,0.319316404,0.725427655,0.543411528,0.23178032,0.335570726,0.466635958,0.040499425,0.215892058,-0.000720001,0.025519491,-0.124015568,-0.012843404,0.420333273,0.190011006,1.332138585,0.09055692,-0.283801406,-0.115632953,0.048887942,0.626548756,0.425966367,0.249676023,0.241392169,0.434669467,0.458017861,0.010427582,0.000324248,0.097994247,-0.082039537,0.254807329,0.400331858,0.038858647,0.055969408,0.188178134,0.083646192,0.552286182,0.15204796,-0.2167713,0.051109031,0.168710893,0.175532113,0.000240924,0.201540639
African American,-0.114342838,0.008019069,0.099426872,0.046720149,-0.191891853,0.184439591,0.066678058,0.097877104,0.482601962,-0.243129307,-0.095346475,-0.042789889,0.276606316,0.978638381,0.725849863,0.279900804,-0.048447115,0.144510048,0.057312924,-0.029184094,-0.156987724,0.024403095,0.20188997,0.186721283,0.174604656,0.038481708,-0.089156502,-0.054422623,-0.025077027,-0.074758343,-0.010111784,-0.029635149,-0.06776378,-0.014544726,0.77024687,-0.293214685,0.03048676,0.033176623,0.000860155,-0.026738943,-0.039631649,-0.086523056,0.102653362,0.687308623,-0.086984666,0.08210765,0.313806169,-0.040705444,0.214828361,0.010038505,-0.14604164,0.147942552,0.369054113,0.497571796,0.162534965,0.539241709,0.466022809,0.025095225,0.174605845,0.054559124,0.080828617,-0.218023551,-0.309494258,0.275397636,0.033345967,0.282026082,0.043231759,-0.170115384,-0.061141493,0.185083184,0.549039966,-0.007992546,0.035051792,0.348958814,0.763222261,0.025632832,-0.046738002,-0.191891853,0.058941497,0.114022481,0.087213258,-0.182675627,-0.010857753,0.006161184,0.046709001,0.03704359,-0.034254103,-0.108642265,-0.028213305,0.150835319,0.124162365,0.730528699,0.04050316,-0.254308426,-0.154789433,0.173579683,0.70105411,0.332062889,0.208967696,0.117264946,0.44521073,0.208404622,0.004075118,-0.041142424,-0.083310573,-0.040722866,0.091810827,0.155083245,-0.046957213,-0.246279676,0.106963774,0.119855877,0.164043623,0.144602795,-0.101638316,-0.13835276,0.318504634,-0.094391856,0.05752441,-0.002455937
African American,-0.161165045,0.060388769,-0.147449015,-0.070490785,-0.149333026,0.180827999,0.364274616,0.493555186,1.121239334,0.06691982,-0.192722939,-0.105762503,0.239504182,1.019984002,0.626117122,0.402059813,0.27149617,-0.000528889,0.149893371,0.045937987,-0.223978713,-0.022322807,0.016833746,0.321912857,0.227581874,0.153998056,-0.022554666,-0.10838984,-0.048647927,-0.138673795,-0.026383952,-0.146187731,-0.187304068,0.485810171,1.000235278,-0.127179401,-0.011273041,-0.060521308,-0.029070796,0.14950157,0.307753211,-0.048137861,0.288925201,0.662764328,-0.08686547,-0.018234969,0.424532028,-0.051627382,0.139890814,0.172967366,-0.096884212,0.370012985,0.642216343,1.12221375,0.55548738,0.474961496,0.603351978,0.083174384,0.003672583,0.180973183,0.095192474,-0.300036562,-0.160744515,0.038091611,0.309000708,0.043409106,-0.075239965,-0.21160466,-0.122906542,-0.037712925,0.359369914,0.044961541,-0.018931563,0.079112075,0.628759348,0.116245474,-0.217443598,-0.149333026,-0.089049845,-0.100019894,-0.015702786,-0.14853554,0.036066303,0.011526368,0.02927902,0.012767906,-0.15534662,-0.241157517,-0.10867037,0.206827828,0.190334306,0.859886981,0.126815656,-0.245491068,-0.165692688,-0.036299376,0.778564813,0.608180972,0.749877914,0.317600679,0.85943542,0.698822061,0.111163847,0.190346791,0.21000839,0.065106105,0.370496983,0.472488822,-0.108578192,-0.225490304,0.350391693,0.169024153,0.756173996,0.005927063,-0.166054977,-0.03997828,0.034612123,0.728227266,0.037962151,0.552473937
African American,-0.228489913,0.156491501,0.281621787,-0.023130775,-0.076185534,0.405516424,0.176363309,0.323124007,0.492769608,-0.082529052,-0.065684443,-0.116003651,0.067891256,1.315347722,1.039706422,0.558401255,0.043959911,0.232667358,-0.102130681,-0.166485489,-0.22590708,-0.027205676,0.214542334,0.580479182,0.432767984,0.099843077,-0.088534715,0.120630823,-0.086661768,0.096849886,0.007849533,-0.027710006,-0.215771119,-0.086542919,1.989610569,-0.044576681,-0.138673468,-0.233582455,-0.04186172,0.130671857,0.077048893,-0.131065133,0.584590232,1.087727084,-0.061679009,0.106139123,0.44326903,-0.060897436,0.159720062,0.059375319,-0.145195747,0.362005633,0.425545046,0.718267462,0.336142434,0.460798121,0.747538436,0.179067505,0.079812292,0.146567407,0.124527563,-0.321836538,-0.304616447,0.084125412,0.357871093,0.450381928,-0.064467772,-0.191343354,-0.047912744,0.243817328,1.13630662,0.149697902,0.076322885,0.5705685,0.997941342,0.028613873,-0.046453235,-0.076185534,0.259087928,0.123924564,-0.056489242,0.030282857,0.095179293,0.016232278,-0.044446998,0.040072882,-0.095738851,-0.074834266,-0.139365785,0.136829925,0.026258609,1.14982788,0.028739086,-0.24741684,-0.179936457,-0.100919252,0.695626694,0.387993638,0.352464655,0.286183156,0.488614957,0.487530128,0.069052051,0.038282887,0.259602089,0.009830189,0.090812313,0.356184931,-0.013007284,-0.236274241,0.119749493,0.028766148,0.456851232,0.104178113,-0.25050629,-0.125235735,0.100139994,-0.066481995,-0.082466727,-0.013451907
African American,-0.090579027,-0.009779939,0.01967028,0.206216612,-0.020735002,0.330503965,0.269052223,0.375946469,0.712499071,-0.046565413,-0.078903022,-0.256025109,-0.009416106,1.216375967,0.628209743,0.419075209,0.135158766,-0.01080909,-0.014254255,-0.075484536,-0.266192407,-0.011650225,0.150785189,0.467547717,0.469968145,0.112468408,-0.169502415,0.166774889,-0.130400127,-0.143149605,0.007822065,0.463361005,-0.260901263,0.272607391,2.261122915,-0.097571944,-0.09433005,-0.154906524,-0.09195373,0.07272283,0.159279417,-0.116295292,0.261657682,0.849682438,-0.235035158,0.133082068,0.514373755,0.057366747,0.211384377,0.059787305,-0.101967513,0.602303926,0.588738026,0.666589628,0.640777151,0.402852909,0.727484751,0.081323239,0.195085287,0.033542462,0.240015533,-0.497633746,-0.332880961,0.118564849,0.00863246,0.483274857,0.223562916,-0.06712999,0.21823545,0.201464339,0.919739485,0.161793047,0.183194167,0.496835302,0.902541384,0.099747829,0.131484123,-0.020735002,0.371277817,0.133494694,0.10294252,0.049948479,0.048274932,-0.012370434,0.073340041,-0.014584304,-0.116614638,-0.158574422,-0.078469679,0.094864604,0.103254089,1.039668412,0.134390469,-0.357879074,-0.175389877,0.1875004,0.866258201,0.436247728,0.389356815,0.287769729,0.668629689,0.560005172,0.031380568,0.118572477,0.131679449,0.036805787,0.351904008,0.387742949,-0.057478803,-0.217534233,0.07494458,-0.031545721,0.746639938,0.12144606,-0.177001608,-0.10396381,0.078805755,-0.175562432,-0.108735765,-0.008592257
African American,-0.127463405,0.253595153,0.175814296,0.126797232,0.011590194,0.305083013,0.129825556,0.228200397,0.296001829,-0.528134516,-0.009169232,-0.102075761,0.154472049,1.323811504,0.257699714,0.226166586,0.061714237,0.142824561,0.198731756,-0.00443609,-0.117541572,0.051272654,0.52153481,0.198850005,0.146793895,-0.016303567,-0.064560241,0.031905838,-0.020647306,0.029031639,-0.033677551,-0.016588409,-0.091788594,0.002836512,1.763418793,-0.000442458,0.036329128,-0.097288316,-0.018190525,0.039392907,0.00187068,-0.033619121,0.23546161,0.739055002,-0.063144665,0.031968501,0.661494533,-0.001439183,0.234215718,0.063367537,0.054975446,0.253540919,0.460560125,0.708416695,0.350383305,0.24365035,0.399140524,0.046780265,0.504707076,0.116215527,0.101000338,-0.201181758,-0.124553094,0.075350941,0.116578308,0.600755559,-0.006173729,-0.122974197,-0.003907343,0.193889025,0.88801607,0.166624723,0.137730605,0.213191656,1.322044641,0.123515559,0.091738327,0.011590194,0.282556412,0.339736817,0.139069165,-0.072764301,0.227201686,0.186789164,0.181884208,0.01287006,-0.075242408,-0.124704248,-0.03765149,0.21546649,0.110035626,0.64986339,0.079585928,-0.101693391,-0.131108283,0.056331241,0.705361849,0.215387733,0.175965314,0.203054739,0.078422511,0.178174698,-0.017307399,0.021869627,0.219882461,0.000211446,0.126739403,0.233108845,0.047744234,-0.063462077,0.066502621,0.094654124,0.314645819,0.098231182,-0.101368768,-0.038755912,0.151762915,0.073503173,-0.04073351,0.144621655
African American,-0.257098752,0.048836618,0.260951183,0.085849514,-0.087753743,0.198689137,0.199349674,0.285282066,0.610110916,-0.265577471,-0.138262751,-0.241135573,0.163443746,1.246214649,0.554031911,0.476181209,0.119471881,0.2351885,-0.002580372,-0.037293973,-0.171032634,-0.074471832,0.370334811,0.313802308,0.574157358,0.111855842,-0.130569877,-0.057953676,-0.086566487,0.044070282,-0.006100647,0.149760069,-0.274275904,0.135374095,1.409799397,-0.035467725,-0.00056048,-0.2612471,-0.020397933,0.112835656,0.152918219,-0.122643643,0.41010829,0.967379185,-0.14830401,-0.007010697,0.693096069,-0.029044979,0.244187358,-0.026023459,-0.054998867,0.687981656,0.679822622,0.882735167,0.391856368,0.473963491,0.515420928,0.158766556,0.256449805,0.18127223,0.148747426,-0.400243917,-0.308688135,0.238596622,0.063704877,0.760740615,0.182924857,-0.236694363,0.112480025,0.131214626,0.267807518,0.054515,0.003534803,0.230997934,0.69793508,0.179619228,0.12309311,-0.087753743,0.265062622,0.112171893,0.123847886,0.166028122,0.158933793,-0.027771743,0.16877965,-0.070094211,-0.11465733,-0.141410298,-0.099184082,0.233416687,0.173982317,0.718408474,0.06990147,-0.274687006,-0.118160206,-0.053590439,0.705171475,0.415378751,0.224681296,0.264022423,0.369362149,0.281264357,-0.089979534,0.082013115,-0.067352663,-0.02955916,0.162669904,0.238336666,-0.029670985,-0.292321225,0.109002021,0.070804425,0.575097403,0.125554993,-0.156552916,-0.034127116,0.207086167,-0.159302941,-0.014510893,0.019522811
